Variable,Variable Number,Topic,Topic Number,Subtopic,Subtopic Number,Survey Years,Availability,Description,Table Name,Type,Edit Flag Variable,Imputation Strategy,Response Codes,Question Text,Instrument Variable Name(s),Disclosure,Conditions in Universe,User Notes
LEAKIWATH,9,Housing Problems,5,Leaking and Mold,6,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating the inside water leak came from broken water heater,HOUSEHOLD,Character,JLEAKIWATH,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Where did the water come from? (Mark all that apply),WHERELK2,None,INTSTATUS = '1' and LEAKI = '1',"Respondents were first asked ILEAK2 (Did any inside water leaks happen within the past 12 months?), and if they replied yes, were then asked WHERELK2 (Where did the water come from?)."
LEAKIOTH,10,Housing Problems,5,Leaking and Mold,6,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating the inside water leak came from other source,HOUSEHOLD,Character,JLEAKIOTH,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Where did the water come from? (Mark all that apply),WHERELK2,None,INTSTATUS = '1' and LEAKI = '1',"Respondents were first asked ILEAK2 (Did any inside water leaks happen within the past 12 months?), and if they replied yes, were then asked WHERELK2 (Where did the water come from?)."
LEAKIDK,11,Housing Problems,5,Leaking and Mold,6,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating the inside water leak came from unknown source,HOUSEHOLD,Character,JLEAKIDK,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Where did the water come from? (Mark all that apply),WHERELK2,None,INTSTATUS = '1' and LEAKI = '1',"Respondents were first asked ILEAK2 (Did any inside water leaks happen within the past 12 months?), and if they replied yes, were then asked WHERELK2 (Where did the water come from?)."
MOLDKITCH,12,Housing Problems,5,Leaking and Mold,6,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating mold was present in kitchen in the last 12 months,HOUSEHOLD,Character,JMOLDKITCH,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Was the mold in the... ? (Mark all that apply),MLDROOM,None,INTSTATUS = '1',"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
MOLDBATH,13,Housing Problems,5,Leaking and Mold,6,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating mold was present in bathroom in the last 12 months,HOUSEHOLD,Character,JMOLDBATH,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Was the mold in the... ? (Mark all that apply),MLDROOM,None,INTSTATUS = '1',"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
MOLDBEDRM,14,Housing Problems,5,Leaking and Mold,6,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating mold was present in bedroom in the last 12 months,HOUSEHOLD,Character,JMOLDBEDRM,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Was the mold in the... ? (Mark all that apply),MLDROOM,None,INTSTATUS = '1',"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
MOLDLROOM,15,Housing Problems,5,Leaking and Mold,6,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating mold was present in living room in the last 12 months,HOUSEHOLD,Character,JMOLDLROOM,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Was the mold in the... ? (Mark all that apply),MLDROOM,None,INTSTATUS = '1',"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
MOLDBASEM,16,Housing Problems,5,Leaking and Mold,6,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating mold was present in basement in the last 12 months,HOUSEHOLD,Character,JMOLDBASEM,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Was the mold in the... ? (Mark all that apply),MLDROOM,None,INTSTATUS = '1',"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
MOLDOTHER,17,Housing Problems,5,Leaking and Mold,6,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating mold was present in some other room in the last 12 months,HOUSEHOLD,Character,JMOLDOTHER,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Was the mold in the... ? (Mark all that apply),MLDROOM,None,INTSTATUS = '1',"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
ADEQUACY,1,Housing Problems,5,General,7,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Type of housing adequacy,HOUSEHOLD,Character,JADEQUACY,Coming soon,1: Adequate||2: Moderately inadequate||3: Severely inadequate,NA,NA,None,INTSTATUS in ('1' '2' '3'),This item reflects categorizations of housing quality defined by HUD.
UPKEEP,2,Housing Problems,5,General,7,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Type of upkeep problems,HOUSEHOLD,Character,JUPKEEP,Coming soon,1: Less than 3 upkeep problems||2: 3 or 4 upkeep problems||3: 5 or more upkeep problems,NA,NA,None,INTSTATUS in ('1' '2' '3'),"This item reflects levels of upkeep problems defined by HUD. Moderately inadequate upkeep is defined as having three of four of the following problems: (1) water leaks from the outside, such as from the roof, basement, windows, or doors; (2) leaks from inside structure, such as pipes or plumbing fixtures; (3) holes in the floors; (4) holes or open cracks in the walls or ceilings; (5) more than 8 by 11 inches of peeling paint or broken plaster; or (6) signs of rats in the last 90 days. Severely inadequate upkeep is defined as having at least five of those problems."
HSHLDTYPE,1,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Type of household,HOUSEHOLD,Character,JHSHLDTYPE,Coming soon,"1: Married-couple family household||2: Other family household: Male householder, no wife present||3: Other family household: Female householder, no husband present||4: Nonfamily household: Male householder, living alone||5: Nonfamily household: Male householder, not living alone||6: Nonfamily household: Female householder, living alone||7: Nonfamily household: Female householder, not living alone||N or -6: Not applicable",NA,NA,None,INTSTATUS = '1',
SAMEHHLD,2,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro",PUF,Flag indicating if the household members are the same as the previous survey year,HOUSEHOLD,Character,NA,Coming soon,"1: All household members the same as previous interview year||2: Some household members added or removed||3: All household members different than previous interview year||4: Prior interview year was not a regular, occupied interview||N or -6: Not applicable",NA,NA,None,INTSTATUS = '1',
NUMPEOPLE,3,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of persons living in this unit,HOUSEHOLD,Numeric,JNUMPEOPLE,Coming soon,1 : 30: 1 to 30 people||30: 30 or more people||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
NUMADULTS,4,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of persons age 18 and over living in this unit,HOUSEHOLD,Numeric,JNUMADULTS,Coming soon,0 : 10: 0 to 10 people||11: 11 or more||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
NUMELDERS,5,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of persons age 65 and over living in this unit,HOUSEHOLD,Numeric,JNUMELDERS,Coming soon,0 : 29: 0 to 29 people||30: 30 or more people||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
NUMYNGKIDS,6,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of children under age 6 living in this unit,HOUSEHOLD,Numeric,JNUMYNGKIDS,Coming soon,0 : 15: 0 to 15 children||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
NUMOLDKIDS,7,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of children age 6 through 17 living in this unit,HOUSEHOLD,Numeric,JNUMOLDKIDS,Coming soon,0 : 15: 0 to 15 children||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
NUMVETS,8,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of veterans living in this unit,HOUSEHOLD,Numeric,JNUMVETS,Coming soon,0 : 30: 0 to 30 veterans||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
MILHH,9,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Type of military household,HOUSEHOLD,Character,JMILHH,Coming soon,"1: 1 person, active duty||2: 1 person, veteran||3: 2 or more persons, active duty, no veterans||4: 2 or more veterans||5: 2 or more, mix of active duty and veterans||6: No persons served in the military||N or -6: Not applicable",NA,NA,None,INTSTATUS = '1',
NUMNONREL,10,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of nonrelatives living in this unit,HOUSEHOLD,Numeric,JNUMNONREL,Coming soon,0 : 29: 0 to 29 people||30: 30 or more people||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
SAMESEXHH,11,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro",PUF,Flag indicating same sex married household,HOUSEHOLD,Character,JSAMESEXHH,Coming soon,1: Yes||2: No||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
PARTNER,12,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating unmarried partner household,HOUSEHOLD,Character,JPARTNER,Coming soon,"0: No unmarried partner in household||1: Male householder, male partner||2: Male householder, female partner||3: Female householder, female partner||4: Female householder, male partner||N or -6: Not applicable",NA,NA,None,INTSTATUS = '1',
MULTIGEN,13,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Type of multigenerational household,HOUSEHOLD,Character,JMULTIGEN,Coming soon,"1: Householder only||2: Householder and one younger generation||3: Householder and two or more younger generations||4: Householder and at least one younger generation, at least one older generation||5: Householder and one older generation||6: Householder and two or more older generations||N or -6: Not applicable",NA,NA,None,INTSTATUS = '1',
GRANDHH,14,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating grandparent headed household with no parent present,HOUSEHOLD,Character,JGRANDHH,Coming soon,1: Yes||2: No||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
NUMSUBFAM,15,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of subfamilies living in this unit,HOUSEHOLD,Numeric,JNUMSUBFAM,Coming soon,0 : 5: 0 to 5 subfamilies||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
NUMSECFAM,16,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of secondary families living in this unit,HOUSEHOLD,Numeric,JNUMSECFAM,Coming soon,0 : 10: 0 to 10 secondary families||N or -6: Not applicable,NA,NA,None,INTSTATUS = '1',
PSCATTENDH,26,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro",PUF,Indicates whether all students in the household attended post-secondary school full-time or part-time,HOUSEHOLD,Character,JPSCATTENDH,Coming soon,1: Full-time attendance only||2: Part-time attendance only||3: Full-time and part-time attendance||M: Not reported||N: Not applicable,"In March of this year, were you attending college or school full-time or part-time?",PSCATTEND,None,INTSTATUS eq '1' and SPLITSAMP eq '1' and PSCPUBPRH in ('1' '2' '3' 'M'),Based on household members' responses to PSCATTEND.
PSCDEGREEH,27,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro",PUF,Type of post-secondary degree programs household members are currently enrolled in,HOUSEHOLD,Character,JPSCDEGREEH,Coming soon,1: Household member(s) enrolled in trade certificate or non-degree program(s) only||2: Household member(s) enrolled in undergraduate degree program(s) only||3: Household member(s) enrolled in graduate school degree program(s) only||4: Household members enrolled in more than one type of program||M: Not reported||N: Not applicable,"What degree or certificate are you working towards, if any?",PSCDEGREE,None,INTSTATUS eq '1' and SPLITSAMP eq '1' and PSCSTATUSH eq '1',Based on household members' responses to PSCDEGREE.
PSCGRADH,28,Demographics,6,Total Household Demographics,1,"2019 National, 2019 Metro",PUF,Highest level of education achieved by students who completed a post-secondary program since March 2019,HOUSEHOLD,Character,JPSCGRADH,Coming soon,"1: Student(s) highest education completed is high school or less only||2: Student(s) highest education completed is some college, non-degree program, or trade school program only||3: Student(s) highest education completed is undergraduate program only||4: Student(s) highest education completed is graduate school program only||5: Students highest education completed is more than 1 type of program||M: Not reported||N: Not applicable",See User Notes,See User Notes,None,INTSTATUS eq '1' and SPLITSAMP eq '1' and at least 1 household member completed a post-secondary education program,PSCGRADH is determined using the household members' responses to PSCCOMP (a student completed a post-secondary program since March 2019) and GRAD (What is the highest level of school you have completed or the highest degree you have received?).
